38,34,40,36,37,-1
40,34,36,38,39,-1
14,17,9,22,15,17
13,14,17,32,26,13
14,17,16,9,13,17
14,17,29,22,25,14
14,17,9,13,16,17
14,17,13,9,16,17
14,17,13,9,15,17
33,39,37,35,40,33
40,39,38,36,33,-1
14,29,0,22,25,14
40,34,38,36,39,-1
17,14,9,16,13,17
14,29,17,22,25,14
40,39,36,33,38,-1
1,2,4,35,40,-1
40,39,36,38,33,-1
14,17,16,9,13,17
14,29,22,3,15,14
10,7,5,8,16,-1
14,17,9,16,22,17
14,17,9,16,13,17
14,29,22,3,15,14
38,21,23,31,40,-1
34,40,38,36,39,-1
33,39,40,35,37,33
40,34,38,36,39,-1
14,10,2,3,12,-1
14,0,29,25,22,14
38,12,34,40,36,-1
40,34,38,39,36,-1
10,11,7,30,5,-1
14,17,29,22,25,14
34,40,38,36,39,-1
14,29,17,22,0,14
14,17,13,16,9,17
40,34,38,36,39,-1
34,40,38,36,35,-1
14,29,0,22,17,14
40,34,38,39,36,-1
10,8,7,16,17,-1
0,20,33,39,17,-1
10,16,7,8,5,-1
40,34,38,39,36,-1
40,36,39,38,34,-1
14,29,17,22,15,14
0,4,40,27,24,-1
14,17,22,29,25,14
40,39,36,33,38,-1
40,39,36,38,34,-1
10,17,33,7,16,-1
14,17,13,16,12,17
14,17,29,22,25,14
14,17,9,16,0,17
10,17,31,7,38,-1
14,17,16,13,9,17
38,34,40,36,37,-1
14,29,17,22,25,14
14,17,29,22,25,14
33,39,37,35,40,33
11,10,17,42,30,-1
0,10,8,33,4,-1
40,34,38,39,36,-1
11,10,17,40,14,-1
34,38,40,36,35,-1
33,11,30,5,20,-1
14,17,16,13,9,17
12,40,38,18,36,-1
39,40,38,36,33,-1
34,40,38,36,39,-1
40,38,36,34,39,-1
13,14,17,12,15,13
38,34,40,36,39,-1
40,39,38,36,34,-1
40,38,39,36,34,-1
14,29,22,25,17,14
33,35,39,37,40,33
20,10,33,16,17,-1
14,29,17,22,25,14
33,39,35,37,40,33
14,17,9,22,16,17
14,17,29,25,22,14
13,14,17,12,26,13
4,0,10,8,7,-1
34,40,38,36,39,-1
34,40,38,36,39,-1
14,17,22,29,25,14
33,39,37,35,40,33
40,39,34,38,36,-1
10,17,16,7,33,-1
33,39,40,36,0,33
14,9,17,15,16,17
20,23,21,31,30,-1
14,29,22,17,25,14
14,17,29,22,0,14
33,35,37,39,36,33
10,16,17,7,33,-1
14,29,17,22,25,14
34,40,38,36,39,-1
14,17,29,22,0,14
14,17,29,0,22,14
11,17,27,39,0,-1
14,17,9,16,22,17
13,14,17,12,15,13
14,17,29,0,22,14
15,9,10,14,17,-1
12,14,13,22,2,-1
5,10,7,33,8,-1
14,17,22,0,29,14
14,17,9,13,16,17
17,20,10,0,33,-1
15,10,13,17,9,-1
14,29,17,22,25,14
10,8,7,33,5,-1
40,39,38,34,8,-1
12,38,13,35,34,-1
15,13,38,18,14,-1
14,17,13,9,16,17
14,17,13,9,16,17
14,17,9,16,13,17
14,17,29,0,22,14
14,17,22,25,29,14
13,14,17,12,26,13
40,38,39,34,36,-1
14,17,29,22,25,14
40,34,38,39,36,-1
14,17,9,16,13,17
14,29,22,17,25,14
14,29,22,17,25,14
40,39,36,38,34,-1
7,5,10,33,0,-1
14,29,17,22,25,14
14,29,17,22,25,14
40,39,38,34,36,-1
15,13,7,10,38,-1
14,17,16,13,39,17
4,0,8,10,33,-1
10,33,7,8,17,-1
14,22,25,29,17,14
14,17,29,22,0,14
33,35,39,36,37,33
15,13,10,9,14,-1
10,7,17,8,38,-1
40,38,34,36,39,-1
34,40,38,36,39,-1
14,17,13,9,16,17
33,39,40,36,35,33
13,14,17,12,26,13
14,29,17,22,0,14
40,39,38,36,34,-1
14,29,22,3,15,14
17,14,9,16,22,17
40,39,38,34,36,-1
33,39,40,35,37,33
40,39,38,36,37,-1
10,15,31,17,9,-1
40,34,38,36,39,-1
14,9,17,15,22,17
10,16,7,5,8,-1
11,7,5,1,14,-1
14,17,29,22,0,14
13,14,17,12,26,13
25,40,36,21,11,-1
40,39,38,36,34,-1
40,34,38,36,39,-1
40,39,36,38,37,-1
14,17,13,16,9,17
14,17,13,16,9,17
14,17,9,15,22,17
40,34,38,39,36,-1
14,17,9,13,16,17
33,39,36,40,0,33
14,15,9,17,13,17
7,10,5,11,21,-1
20,39,0,23,33,-1
14,29,25,22,17,14
14,17,29,25,22,14
40,34,38,39,36,-1
14,17,22,29,0,14
10,15,17,9,14,-1
14,17,13,9,16,17
13,14,17,12,26,13
14,17,9,16,13,17
33,39,35,37,40,33
14,17,29,22,25,14
14,29,22,25,0,14
14,17,29,0,22,14
34,40,38,36,39,-1
40,39,38,36,34,-1
13,14,17,12,15,13
